"SubnetIDString","SubnetID","SiteName","DcInSite","MaskBits","SubnetMask"
"10.228.0.0/16","10.228.0.0","MX-Azcapotzalco","True","16","255.255.0.0"
"10.69.0.0/16","10.69.0.0","ISD","True","16","255.255.0.0"
"10.150.208.0/20","10.150.208.0","CA-S06080","False","20","255.255.240.0"
"10.158.56.0/22","10.158.56.0","CA-Toronto-HO","True","22","255.255.252.0"
"30.16.128.0/19","30.16.128.0","US-S07055","False","19","255.255.224.0"
"10.162.112.0/21","10.162.112.0","US-S07018","False","21","255.255.248.0"
"23.0.0.0/11","23.0.0.0","IN-HOMEOFFICE","True","11","255.224.0.0"
"156.89.0.0/16","156.89.0.0","ISD","True","16","255.255.0.0"
"10.0.248.0/24","10.0.248.0","MX-Azcapotzalco","True","24","255.255.255.0"
"17.33.144.0/20","17.33.144.0","ISD","True","20","255.255.240.0"
"19.178.0.0/16","19.178.0.0","JP-Akabane","True","16","255.255.0.0"
"19.186.0.0/16","19.186.0.0","JP-Akabane","True","16","255.255.0.0"
"10.158.248.0/24","10.158.248.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.169.112.0/21","10.169.112.0","US-S07010","False","21","255.255.248.0"
"161.163.172.0/24","161.163.172.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.70.0.0/16","10.70.0.0","ISD","True","16","255.255.0.0"
"19.182.0.0/16","19.182.0.0","JP-Akabane","True","16","255.255.0.0"
"239.255.0.9/32","239.255.0.9","MX-Azcapotzalco","True","32","255.255.255.255"
"10.0.255.122/32","10.0.255.122","US-S06903","False","32","255.255.255.255"
"10.11.1.128/26","10.11.1.128","US-S02126","False","26","255.255.255.192"
"10.165.0.0/16","10.165.0.0","ISD","True","16","255.255.0.0"
"10.14.64.0/19","10.14.64.0","CN-HOMEOFFICE","True","19","255.255.224.0"
"30.12.224.0/19","30.12.224.0","US-S06698","False","19","255.255.224.0"
"10.23.0.0/16","10.23.0.0","ISD","True","16","255.255.0.0"
"192.168.0.0/24","192.168.0.0","US-S07035","False","24","255.255.255.0"
"19.173.0.0/16","19.173.0.0","JP-Akabane","True","16","255.255.0.0"
"10.189.0.0/16","10.189.0.0","JP-Akabane","True","16","255.255.0.0"
"10.145.86.12/32","10.145.86.12","US-S06094","False","32","255.255.255.255"
"142.136.0.0/16","142.136.0.0","ISD","True","16","255.255.0.0"
"10.152.48.0/21","10.152.48.0","US-S07033","False","21","255.255.248.0"
"161.163.116.0/23","161.163.116.0","UK-Leeds-HO","True","23","255.255.254.0"
"10.248.200.0/21","10.248.200.0","UK-S07438","False","21","255.255.248.0"
"172.28.166.0/23","172.28.166.0","US-GEC-Sunnyvale","False","23","255.255.254.0"
"172.28.185.0/24","172.28.185.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"10.233.48.0/20","10.233.48.0","CN-HOMEOFFICE","True","20","255.255.240.0"
"10.120.52.0/25","10.120.52.0","ISD","True","25","255.255.255.128"
"10.94.32.0/22","10.94.32.0","CN-HOMEOFFICE","True","22","255.255.252.0"
"10.59.96.0/20","10.59.96.0","BR-S07458","False","20","255.255.240.0"
"10.87.16.0/20","10.87.16.0","CL-S06009","False","20","255.255.240.0"
"10.225.148.0/25","10.225.148.0","ISD","True","25","255.255.255.128"
"10.74.0.0/16","10.74.0.0","ISD","True","16","255.255.0.0"
"10.127.247.76/30","10.127.247.76","UK-S07521","False","30","255.255.255.252"
"10.160.16.0/20","10.160.16.0","US-S04867","False","20","255.255.240.0"
"10.245.48.0/26","10.245.48.0","US-S07853","False","26","255.255.255.192"
"10.245.128.0/20","10.245.128.0","US-S07390","False","20","255.255.240.0"
"30.0.32.0/19","30.0.32.0","CL-S06009","False","19","255.255.224.0"
"10.89.32.0/19","10.89.32.0","CAM-S05778","False","19","255.255.224.0"
"10.233.64.0/20","10.233.64.0","CN-HOMEOFFICE","True","20","255.255.240.0"
"30.37.136.0/21","30.37.136.0","US-S07853","False","21","255.255.248.0"
"161.179.240.0/24","161.179.240.0","IN-S09800","False","24","255.255.255.0"
"10.249.88.0/21","10.249.88.0","UK-S07521","False","21","255.255.248.0"
"10.127.166.0/23","10.127.166.0","UK-S07521","False","23","255.255.254.0"
"30.37.216.0/21","30.37.216.0","JP-S07499","False","21","255.255.248.0"
"161.163.58.0/24","161.163.58.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"10.157.32.0/21","10.157.32.0","CN-S07466","False","21","255.255.248.0"
"10.0.254.189/32","10.0.254.189","CN-S07466","False","32","255.255.255.255"
"30.36.248.0/21","30.36.248.0","US-S09195","False","21","255.255.248.0"
"10.189.64.0/20","10.189.64.0","JP-S07013","False","20","255.255.240.0"
"10.127.245.76/30","10.127.245.76","UK-S07521","False","30","255.255.255.252"
"10.94.10.0/23","10.94.10.0","IN-S09800","False","23","255.255.254.0"
"10.9.165.0/24","10.9.165.0","UK-UKDC-AB","True","24","255.255.255.0"
"30.29.0.0/19","30.29.0.0","UK-S07521","False","19","255.255.224.0"
"30.36.240.0/21","30.36.240.0","US-S04867","False","21","255.255.248.0"
"161.163.44.0/24","161.163.44.0","CN-S07466","False","24","255.255.255.0"
"10.160.16.0/26","10.160.16.0","US-S04867","False","26","255.255.255.192"
"10.0.254.190/32","10.0.254.190","CN-S07466","False","32","255.255.255.255"
"161.163.55.0/24","161.163.55.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"30.8.128.0/21","30.8.128.0","US-S06072","False","21","255.255.248.0"
"10.189.48.0/20","10.189.48.0","JP-S07499","False","20","255.255.240.0"
"10.13.56.0/22","10.13.56.0","UK-S07011","False","22","255.255.252.0"
"10.157.24.0/21","10.157.24.0","CN-S07466","False","21","255.255.248.0"
"10.9.164.0/24","10.9.164.0","UK-UKDC-AB","True","24","255.255.255.0"
"10.9.54.24/30","10.9.54.24","CN-S07466","False","30","255.255.255.252"
"30.37.192.0/21","30.37.192.0","CAM-S08006","False","21","255.255.248.0"
"30.37.248.0/21","30.37.248.0","JP-S07013","False","21","255.255.248.0"
"10.189.48.0/26","10.189.48.0","JP-S07499","False","26","255.255.255.192"
"10.160.32.0/26","10.160.32.0","US-S09195","False","26","255.255.255.192"
"10.62.160.0/20","10.62.160.0","UK-S07521","False","20","255.255.240.0"
"10.14.112.0/24","10.14.112.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"10.41.0.0/16","10.41.0.0","UK-UKDC-AB","True","16","255.255.0.0"
"10.9.54.32/30","10.9.54.32","CN-S07466","False","30","255.255.255.252"
"10.94.15.0/24","10.94.15.0","CN-S09000","True","24","255.255.255.0"
"10.171.63.0/24","10.171.63.0","JP-Akabane","True","24","255.255.255.0"
"10.171.39.0/24","10.171.39.0","JP-Akabane","True","24","255.255.255.0"
"10.150.160.0/26","10.150.160.0","US-S07005","False","26","255.255.255.192"
"10.171.34.0/24","10.171.34.0","JP-Akabane","True","24","255.255.255.0"
"10.245.64.0/20","10.245.64.0","US-S06845","False","20","255.255.240.0"
"10.171.60.0/24","10.171.60.0","JP-Akabane","True","24","255.255.255.0"
"10.94.44.0/24","10.94.44.0","CN-S09060","True","24","255.255.255.0"
"10.94.46.0/24","10.94.46.0","CN-S09060","True","24","255.255.255.0"
"10.171.224.0/20","10.171.224.0","JP-S07451","False","20","255.255.240.0"
"10.158.244.0/26","10.158.244.0","ISD","True","26","255.255.255.192"
"10.171.37.0/24","10.171.37.0","JP-Akabane","True","24","255.255.255.0"
"10.165.16.0/24","10.165.16.0","ISD","True","24","255.255.255.0"
"30.1.16.0/21","30.1.16.0","US-S07005","False","21","255.255.248.0"
"10.171.66.0/24","10.171.66.0","JP-Akabane","True","24","255.255.255.0"
"10.245.64.0/26","10.245.64.0","US-S06845","False","26","255.255.255.192"
"10.171.62.0/24","10.171.62.0","JP-Akabane","True","24","255.255.255.0"
"10.94.45.0/24","10.94.45.0","CN-S09060","True","24","255.255.255.0"
"10.77.96.0/22","10.77.96.0","CR-S08000","False","22","255.255.252.0"
"10.81.0.0/26","10.81.0.0","CAM-S07417","False","26","255.255.255.192"
"10.171.38.0/24","10.171.38.0","JP-Akabane","True","24","255.255.255.0"
"161.163.202.128/25","161.163.202.128","IN-S09800","False","25","255.255.255.128"
"10.165.17.0/24","10.165.17.0","ISD","True","24","255.255.255.0"
"30.37.152.0/21","30.37.152.0","US-S06845","False","21","255.255.248.0"
"10.69.138.0/23","10.69.138.0","UK-S07521","False","23","255.255.254.0"
"10.157.30.0/24","10.157.30.0","CN-S07466","False","24","255.255.255.0"
"10.0.254.194/32","10.0.254.194","CN-S07466","False","32","255.255.255.255"
"10.0.254.193/32","10.0.254.193","CN-S07466","False","32","255.255.255.255"
"10.59.96.0/26","10.59.96.0","BR-S07458","False","26","255.255.255.192"
"10.89.24.0/21","10.89.24.0","CAM-S05778","False","21","255.255.248.0"
"30.38.0.0/21","30.38.0.0","US-S07390","False","21","255.255.248.0"
"10.84.0.0/16","10.84.0.0","UK-UKDC-AB","True","16","255.255.0.0"
"10.77.112.0/20","10.77.112.0","CAM-S08001","False","20","255.255.240.0"
"10.171.68.0/24","10.171.68.0","JP-Akabane","True","24","255.255.255.0"
"30.27.232.0/21","30.27.232.0","CAM-S08001","False","21","255.255.248.0"
"10.77.112.0/26","10.77.112.0","CAM-S08001","False","26","255.255.255.192"
"10.60.144.0/23","10.60.144.0","JP-S07014","False","23","255.255.254.0"
"10.171.224.0/26","10.171.224.0","JP-S07451","False","26","255.255.255.192"
"10.94.14.0/24","10.94.14.0","CN-S09000","True","24","255.255.255.0"
"10.171.33.0/24","10.171.33.0","JP-Akabane","True","24","255.255.255.0"
"10.171.64.0/24","10.171.64.0","JP-Akabane","True","24","255.255.255.0"
"10.159.192.0/26","10.159.192.0","US-S07905","False","26","255.255.255.192"
"10.171.65.0/24","10.171.65.0","JP-Akabane","True","24","255.255.255.0"
"10.159.192.0/20","10.159.192.0","US-S07905","False","20","255.255.240.0"
"10.245.48.0/20","10.245.48.0","US-S07853","False","20","255.255.240.0"
"10.160.32.0/20","10.160.32.0","US-S09195","False","20","255.255.240.0"
"30.37.208.0/21","30.37.208.0","BR-S07458","False","21","255.255.248.0"
"10.189.64.0/26","10.189.64.0","JP-S07013","False","26","255.255.255.192"
"10.24.16.192/26","10.24.16.192","ISD-EXCH","True","26","255.255.255.192"
"10.0.0.0/8","10.0.0.0","ISD","True","8","255.0.0.0"
"10.118.0.0/16","10.118.0.0","ISD","True","16","255.255.0.0"
"10.227.128.0/17","10.227.128.0","CDC","True","17","255.255.128.0"
"10.121.52.64/32","10.121.52.64","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.121.52.59/32","10.121.52.59","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.121.52.63/32","10.121.52.63","ISD-EXCH","True","32","255.255.255.255"
"10.121.52.62/32","10.121.52.62","ISD-EXCH","True","32","255.255.255.255"
"10.120.52.70/32","10.120.52.70","ISD-EXCH","True","32","255.255.255.255"
"10.24.145.69/32","10.24.145.69","ISD-EXCH","True","32","255.255.255.255"
"10.120.52.69/32","10.120.52.69","ISD-EXCH","True","32","255.255.255.255"
"10.94.8.24/29","10.94.8.24","CN-S09060","True","29","255.255.255.248"
"10.30.64.0/18","10.30.64.0","CDC","True","18","255.255.192.0"
"10.30.86.0/24","10.30.86.0","CDC-EXCH","True","24","255.255.255.0"
"10.30.85.0/24","10.30.85.0","CDC-EXCH","True","24","255.255.255.0"
"10.120.0.0/16","10.120.0.0","ISD","True","16","255.255.0.0"
"10.120.14.0/24","10.120.14.0","ISD-EXCH","True","24","255.255.255.0"
"10.121.14.0/24","10.121.14.0","ISD-EXCH","True","24","255.255.255.0"
"10.14.172.0/23","10.14.172.0","CN-S09060","True","23","255.255.254.0"
"10.14.128.0/23","10.14.128.0","CN-HOMEOFFICE","True","23","255.255.254.0"
"10.94.8.16/29","10.94.8.16","CN-S09060","True","29","255.255.255.248"
"10.14.168.0/22","10.14.168.0","CN-HOMEOFFICE","True","22","255.255.252.0"
"10.24.144.192/26","10.24.144.192","ISD-EXCH","True","26","255.255.255.192"
"10.24.145.70/32","10.24.145.70","ISD-EXCH","True","32","255.255.255.255"
"10.95.47.0/24","10.95.47.0","CN-S09060","True","24","255.255.255.0"
"10.94.0.0/24","10.94.0.0","CN-S09060","True","24","255.255.255.0"
"10.112.148.0/24","10.112.148.0","ISD","True","24","255.255.255.0"
"10.92.176.0/20","10.92.176.0","CN-S07013","False","20","255.255.240.0"
"10.88.0.0/16","10.88.0.0","CN-HOMEOFFICE","True","16","255.255.0.0"
"10.247.128.0/20","10.247.128.0","IN-HOMEOFFICE","True","20","255.255.240.0"
"10.119.192.0/19","10.119.192.0","MX-Azcapotzalco","True","19","255.255.224.0"
"10.247.133.0/24","10.247.133.0","IN-HOMEOFFICE","True","24","255.255.255.0"
"10.14.200.0/22","10.14.200.0","CN-S09000","True","22","255.255.252.0"
"10.24.145.71/32","10.24.145.71","ISD-EXCH","True","32","255.255.255.255"
"10.14.212.0/23","10.14.212.0","CN-S09000","True","23","255.255.254.0"
"10.14.210.0/23","10.14.210.0","CN-S09000","True","23","255.255.254.0"
"10.14.216.0/24","10.14.216.0","CN-S09000","True","24","255.255.255.0"
"10.14.214.0/23","10.14.214.0","CN-S09000","True","23","255.255.254.0"
"10.14.204.0/22","10.14.204.0","CN-S09000","True","22","255.255.252.0"
"10.65.48.0/21","10.65.48.0","ISD","True","21","255.255.248.0"
"10.117.252.0/24","10.117.252.0","ISD","True","24","255.255.255.0"
"30.36.200.0/21","30.36.200.0","CN-S07400","False","21","255.255.248.0"
"10.92.96.0/20","10.92.96.0","CN-S07400","False","20","255.255.240.0"
"10.24.145.72/32","10.24.145.72","ISD-EXCH","True","32","255.255.255.255"
"10.14.208.0/23","10.14.208.0","CN-S09000","True","23","255.255.254.0"
"10.77.96.0/26","10.77.96.0","CR-S08000","False","26","255.255.255.192"
"10.14.136.0/22","10.14.136.0","CN-HOMEOFFICE","True","22","255.255.252.0"
"10.16.48.0/20","10.16.48.0","IE-S06961","False","20","255.255.240.0"
"30.28.64.0/19","30.28.64.0","US-S06001","False","19","255.255.224.0"
"10.154.94.0/24","10.154.94.0","US-S06001","False","24","255.255.255.0"
"10.224.195.205/32","10.224.195.205","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.224.195.213/32","10.224.195.213","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.224.195.198/32","10.224.195.198","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.224.195.204/32","10.224.195.204","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.164.164.0/24","10.164.164.0","US-S06001","False","24","255.255.255.0"
"10.224.195.218/32","10.224.195.218","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"192.168.247.64/26","192.168.247.64","US-S06001","False","26","255.255.255.192"
"10.224.195.217/32","10.224.195.217","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.146.120.0/21","10.146.120.0","CN-S07466","False","21","255.255.248.0"
"10.248.56.0/21","10.248.56.0","CN-S07466","False","21","255.255.248.0"
"30.21.128.0/19","30.21.128.0","CN-S07466","False","19","255.255.224.0"
"10.121.52.0/25","10.121.52.0","ISD","True","25","255.255.255.128"
"10.14.104.0/21","10.14.104.0","CN-HOMEOFFICE","True","21","255.255.248.0"
"10.120.52.29/32","10.120.52.29","ISD-EXCH","True","32","255.255.255.255"
"10.156.56.0/21","10.156.56.0","UK-S07521","False","21","255.255.248.0"
"10.121.52.32/32","10.121.52.32","ISD-EXCH","True","32","255.255.255.255"
"10.83.64.0/20","10.83.64.0","CAM-S08006","False","20","255.255.240.0"
"10.60.146.0/23","10.60.146.0","JP-S07015","False","23","255.255.254.0"
"10.245.128.0/26","10.245.128.0","US-S07390","False","26","255.255.255.192"
"10.67.36.0/22","10.67.36.0","CN-HOMEOFFICE","True","22","255.255.252.0"
"10.164.165.0/28","10.164.165.0","US-S06001","False","28","255.255.255.240"
"10.149.240.0/20","10.149.240.0","US-S06001","False","20","255.255.240.0"
"10.55.162.0/24","10.55.162.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.181.0/24","10.55.181.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.170.0/24","10.55.170.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.160.0/24","10.55.160.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.177.0/24","10.55.177.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.171.0/24","10.55.171.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.178.0/24","10.55.178.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.184.0/24","10.55.184.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.165.0/24","10.55.165.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.224.195.212/32","10.224.195.212","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.55.183.0/24","10.55.183.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.182.0/24","10.55.182.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.186.0/25","10.55.186.0","UK-Leeds-HO","True","25","255.255.255.128"
"10.55.179.0/24","10.55.179.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.166.0/24","10.55.166.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.169.0/24","10.55.169.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.164.0/24","10.55.164.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.161.0/24","10.55.161.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.55.180.0/24","10.55.180.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.224.195.216/32","10.224.195.216","CDC-EXCH-Hybrid","True","32","255.255.255.255"
"10.55.176.0/24","10.55.176.0","UK-Leeds-HO","True","24","255.255.255.0"
"30.29.154.0/23","30.29.154.0","CAM-S07406","False","23","255.255.254.0"
"10.55.192.0/22","10.55.192.0","UK-Leeds-DR","True","22","255.255.252.0"
"10.171.67.0/24","10.171.67.0","JP-Akabane","True","24","255.255.255.0"
"100.124.42.80/29","100.124.42.80","US-S08103","False","29","255.255.255.248"
"10.159.32.0/20","10.159.32.0","US-S08103","False","20","255.255.240.0"
"10.24.137.106/32","10.24.137.106","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.224.207.28/32","10.224.207.28","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.159.160.0/20","10.159.160.0","US-S08240","False","20","255.255.240.0"
"10.191.37.64/29","10.191.37.64","US-S08103","False","29","255.255.255.248"
"30.37.8.0/21","30.37.8.0","US-S08103","False","21","255.255.248.0"
"10.24.137.103/32","10.24.137.103","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.24.7.107/32","10.24.7.107","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"161.166.18.8/32","161.166.18.8","ISO-AD","False","32","255.255.255.255"
"30.37.0.0/21","30.37.0.0","US-S08240","False","21","255.255.248.0"
"10.24.7.106/32","10.24.7.106","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.24.137.105/32","10.24.137.105","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.224.211.192/32","10.224.211.192","ISD-EXCH","True","32","255.255.255.255"
"10.255.0.100/30","10.255.0.100","US-S08103","False","30","255.255.255.252"
"10.224.207.46/32","10.224.207.46","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"10.159.22.0/23","10.159.22.0","US-S08103","False","23","255.255.254.0"
"10.147.32.0/23","10.147.32.0","US-S09195","False","23","255.255.254.0"
"10.24.137.104/32","10.24.137.104","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"100.120.42.56/29","100.120.42.56","US-S08103","False","29","255.255.255.248"
"100.122.17.240/30","100.122.17.240","US-S08103","False","30","255.255.255.252"
"10.24.7.109/32","10.24.7.109","ISD-EXCH-Hybrid","True","32","255.255.255.255"
"161.166.40.66/32","161.166.40.66","ISO-AD","False","32","255.255.255.255"
"161.166.18.9/32","161.166.18.9","ISO-AD","False","32","255.255.255.255"
"172.17.3.199/32","172.17.3.199","ISD-EXCH","True","32","255.255.255.255"
"161.166.18.21/32","161.166.18.21","ISO-AD","False","32","255.255.255.255"
"172.26.164.10/32","172.26.164.10","ISO-AD","False","32","255.255.255.255"
"172.26.164.31/32","172.26.164.31","ISO-AD","False","32","255.255.255.255"
"172.26.164.33/32","172.26.164.33","ISO-AD","False","32","255.255.255.255"
"161.166.18.40/32","161.166.18.40","ISO-AD","False","32","255.255.255.255"
"172.26.164.71/32","172.26.164.71","ISO-AD","False","32","255.255.255.255"
"172.17.131.239/32","172.17.131.239","ISD-EXCH","True","32","255.255.255.255"
"172.26.164.74/32","172.26.164.74","ISO-AD","False","32","255.255.255.255"
"161.166.40.169/32","161.166.40.169","ISO-AD","False","32","255.255.255.255"
"172.17.131.235/32","172.17.131.235","ISD-WMCT","True","32","255.255.255.255"
"172.26.164.73/32","172.26.164.73","ISO-AD","False","32","255.255.255.255"
"172.26.160.84/32","172.26.160.84","ISO-AD","False","32","255.255.255.255"
"172.26.164.16/32","172.26.164.16","ISO-AD","False","32","255.255.255.255"
"161.166.18.10/32","161.166.18.10","ISO-AD","False","32","255.255.255.255"
"172.26.160.86/32","172.26.160.86","ISO-AD","False","32","255.255.255.255"
